순,이름,팀,WAR*,G,타석,타수,득점,안타,2타,3타,홈런,루타,타점,도루,도실,볼넷,사구,고4,삼진,병살,희타,희비,타율,출루,장타,OPS,wOBA,wRC+,WAR*,WPA
140,정주현,23L1B,0.08,89,101,88,17,24,2,0,1,29,12,1,5,9,0,0,16,1,2,1,.273,.337,.330,.666,.311,87.0,0.08,-0.21
141,정준영,23KCF,0.07,34,55,48,6,14,2,0,0,16,6,0,0,3,0,0,11,1,4,0,.292,.333,.333,.667,.296,73.6,0.07,-0.36
142,안상현,23S2B,0.07,58,66,58,10,14,3,0,0,17,2,3,1,5,0,0,15,1,3,0,.241,.302,.293,.595,.275,64.0,0.07,-0.35
143,김찬형,23S3B,0.06,36,53,48,6,11,3,0,1,17,5,0,0,2,1,0,10,1,2,0,.229,.275,.354,.629,.283,67.6,0.06,0.32
144,천재환,23NCF,0.05,78,179,163,12,39,7,1,2,54,17,2,3,9,3,0,44,5,2,2,.239,.288,.331,.619,.289,71.4,0.05,-0.91
145,조용호,23KRF,0.05,63,184,161,20,40,2,0,0,42,7,4,0,23,0,0,25,3,0,0,.248,.342,.261,.603,.303,78.4,0.05,-0.75
146,최보성,23N3B,0.05,12,21,19,2,5,0,0,0,5,0,0,0,2,0,0,2,1,0,0,.263,.333,.263,.597,.297,78.4,0.05,-0.01
147,박유연,23두C,0.04,10,16,15,3,4,2,0,0,6,1,0,0,0,0,0,4,0,1,0,.267,.267,.400,.667,.286,70.8,0.04,-0.07
148,이원석,23한CF,0.04,81,138,116,20,22,1,1,0,25,8,13,3,21,1,0,33,3,0,0,.190,.319,.216,.534,.276,64.2,0.04,-1.11
149,박계범,23두SS,0.03,77,194,169,18,37,6,0,2,49,15,2,2,15,2,1,44,4,5,3,.219,.286,.290,.576,.267,58.4,0.03,-0.96
150,국해성,23롯DH,0.03,6,10,8,0,2,0,0,0,2,1,0,0,2,0,0,3,0,0,0,.250,.400,.250,.650,.337,101.9,0.03,-0.13
151,장운호,23한RF,0.03,4,11,9,1,2,0,0,0,2,1,0,0,2,0,0,2,0,0,0,.222,.364,.222,.586,.306,83.5,0.03,-0.20
152,이해승,23삼3B,0.03,9,4,4,0,1,1,0,0,2,0,0,0,0,0,0,1,0,0,0,.250,.250,.500,.750,.333,99.8,0.03,-0.02
153,김정민,23SRF,0.03,8,2,2,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,.500,.500,.500,1.000,.477,199.3,0.03,-0.00
154,홍종표,23K2B,0.03,40,12,7,10,0,0,0,0,0,0,0,0,3,1,0,1,0,1,0,.000,.364,.000,.364,.245,41.1,0.03,0.08
155,양찬열,23두RF,0.02,44,99,88,15,21,2,2,0,27,6,3,2,9,1,0,23,1,0,1,.239,.313,.307,.620,.299,76.0,0.02,-1.14
156,이민준,23한SS,0.02,4,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,.500,.000,.500,.364,121.2,0.02,0.03
157,이재용,23한C,0.02,2,2,2,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,.500,.500,.500,1.000,.477,202.8,0.02,0.00
158,노수광,23한LF,0.01,30,94,77,6,17,5,0,0,22,4,2,1,13,0,0,27,3,2,2,.221,.326,.286,.612,.293,75.3,0.01,-0.83
163,안승한,23두C,0.00,22,27,24,1,5,0,0,0,5,1,1,0,2,1,0,10,0,0,0,.208,.296,.208,.505,.259,50.2,0.00,-0.13
164,김주성,23LSS,0.00,11,7,5,1,1,0,0,0,1,0,0,0,1,1,0,2,0,0,0,.200,.429,.200,.629,.349,112.0,0.00,0.00
165,송재선,23키RF,0.00,5,3,3,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,.333,.333,.333,.667,.318,93.7,0.00,-0.01
239,박민석,23KSS,-0.00,4,4,4,1,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,.250,.250,.250,.500,.239,27.2,-0.00,-0.03
241,김민수,23롯3B,-0.01,25,51,43,4,9,1,1,0,12,2,0,0,7,0,0,17,2,1,0,.209,.320,.279,.599,.290,69.2,-0.01,-0.48
242,오선우,23K1B,-0.01,33,31,28,2,5,0,0,2,11,5,0,0,3,0,0,15,0,0,0,.179,.258,.393,.651,.298,82.0,-0.01,-0.09
243,김태진,23키3B,-0.02,74,212,200,17,55,6,0,0,61,16,0,0,5,1,0,23,1,3,3,.275,.292,.305,.597,.279,65.3,-0.02,-1.33
244,강민성,23K3B,-0.02,12,27,22,2,4,1,0,0,5,0,0,0,4,0,0,10,0,1,0,.182,.308,.227,.535,.263,51.3,-0.02,-0.31
245,윤수녕,23롯RF,-0.02,3,4,4,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,.250,.250,.250,.500,.239,35.9,-0.02,-0.05
246,전준호,23LC,-0.02,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-123.9,-0.02,-0.00
247,전사민,23NP,-0.02,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-123.9,-0.02,-0.05
249,조현진,23NSS,-0.03,10,5,5,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,.200,.200,.200,.400,.191,7.0,-0.03,-0.19
250,박경수,23K2B,-0.03,107,221,185,12,37,13,0,1,53,12,0,0,30,1,1,46,2,5,0,.200,.315,.286,.601,.288,68.3,-0.03,0.60
251,박정우,23KRF,-0.03,21,12,9,2,3,0,0,0,3,0,0,0,0,0,0,1,0,3,0,.333,.333,.333,.667,.239,38.1,-0.03,0.20
252,이태훈,23삼1B,-0.04,12,14,13,1,3,1,0,0,4,0,0,0,1,0,0,7,0,0,0,.231,.286,.308,.593,.284,67.2,-0.04,-0.07
253,김재상,23삼,-0.04,17,22,20,1,3,0,0,1,6,2,0,0,2,0,0,4,1,0,0,.150,.227,.300,.527,.248,40.5,-0.04,-0.26
254,송준석,23삼RF,-0.04,7,8,8,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,.250,.250,.250,.500,.239,35.9,-0.04,-0.11
255,류효승,23SDH,-0.04,3,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,.000,.250,.000,.250,.190,0.9,-0.04,-0.12
256,김수윤,23N3B,-0.04,16,15,14,0,3,0,0,0,3,2,0,0,1,0,0,4,0,0,0,.214,.267,.214,.481,.240,39.4,-0.04,-0.01
257,김건희,23키1B,-0.04,9,13,11,0,2,0,0,0,2,0,0,0,2,0,0,4,1,0,0,.182,.308,.182,.490,.259,52.6,-0.04,-0.14
258,김도환,23삼C,-0.04,9,8,7,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,.143,.250,.143,.393,.210,18.0,-0.04,-0.07
259,오장한,23NRF,-0.04,3,8,7,2,1,0,0,0,1,0,0,0,1,0,0,5,0,0,0,.143,.250,.143,.393,.210,18.6,-0.04,-0.06
260,권민석,23두SS,-0.05,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-123.9,-0.05,-0.00
261,문상준,23K2B,-0.05,2,5,5,1,1,0,0,0,1,0,0,0,0,0,0,4,0,0,0,.200,.200,.200,.400,.191,-5.2,-0.05,-0.04
262,김동혁,23롯RF,-0.05,15,9,7,3,0,0,0,0,0,0,1,0,2,0,0,3,0,0,0,.000,.222,.000,.222,.162,-15.0,-0.05,-0.08
263,손민석,23K2B,-0.06,9,12,10,2,1,0,0,0,1,1,0,0,1,1,0,3,0,0,0,.100,.250,.100,.350,.204,12.6,-0.06,-0.14
264,장준원,23KSS,-0.06,69,104,87,10,15,2,1,1,22,10,3,0,12,1,0,25,1,3,1,.172,.277,.253,.530,.254,46.9,-0.06,-0.16
265,이흥련,23SC,-0.06,16,17,14,1,1,0,0,1,4,2,0,0,2,0,0,6,0,1,0,.071,.188,.286,.473,.209,11.2,-0.06,-0.22
266,강준서,23삼LF,-0.06,10,15,14,2,3,1,0,0,4,0,0,1,1,0,0,2,0,0,0,.214,.267,.286,.552,.265,54.0,-0.06,-0.15
267,오재일,23삼1B,-0.06,106,364,315,31,64,15,0,11,112,54,1,0,43,3,1,110,1,0,3,.203,.302,.356,.658,.309,82.4,-0.06,1.27
268,이상혁,23한CF,-0.07,7,2,2,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-123.9,-0.07,0.04
269,김선우,23KC,-0.07,5,7,7,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,.143,.143,.143,.286,.136,-31.2,-0.07,-0.20
270,송대현,23LSS,-0.07,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,.000,.000,.000,.000,.000,-123.9,-0.07,0.00
271,이원석,23삼키1B,-0.07,89,345,305,22,75,10,0,2,91,30,0,1,34,3,1,67,9,1,2,.246,.326,.298,.624,.302,81.0,-0.07,-0.48
272,윤정빈,23삼1B,-0.07,28,43,34,5,5,0,0,1,8,3,1,0,7,2,0,12,1,0,0,.147,.326,.235,.561,.291,71.7,-0.07,0.13
273,장지승,23한,-0.07,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-123.9,-0.07,-0.02
274,안익훈,23LRF,-0.07,11,23,22,1,7,1,0,0,8,2,0,0,0,1,0,2,0,0,0,.318,.348,.364,.712,.340,106.3,-0.07,-0.13
275,서예일,23두2B,-0.07,5,10,9,2,2,0,0,0,2,1,0,0,0,0,0,2,0,0,1,.222,.200,.222,.422,.191,4.4,-0.07,-0.07
276,김시앙,23키C,-0.08,33,82,76,6,17,1,0,0,18,7,0,0,3,3,0,18,4,0,0,.224,.281,.237,.517,.257,50.7,-0.08,-1.51
277,유상빈,23한DH,-0.08,3,8,6,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,.000,.250,.000,.250,.186,0.4,-0.08,-0.11
278,장두성,23롯CF,-0.08,25,15,13,7,2,0,0,0,2,1,2,0,1,0,0,3,1,1,0,.154,.214,.154,.368,.176,-5.9,-0.08,-0.14
279,김건웅,23S1B,-0.08,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,.000,.000,.000,.000,.000,-123.9,-0.08,-0.02
280,박석민,23N3B,-0.08,30,107,88,9,17,1,0,1,21,8,0,0,14,3,0,22,4,1,1,.193,.321,.239,.559,.282,67.1,-0.08,-0.82
281,이병규,23키1B,-0.09,7,17,17,3,4,0,0,0,4,2,0,0,0,0,0,4,0,0,0,.235,.235,.235,.471,.225,29.3,-0.09,-0.21
282,박지훈,23두1B,-0.09,22,21,19,2,4,1,0,0,5,2,1,0,2,0,0,7,0,0,0,.211,.286,.263,.549,.269,58.1,-0.09,0.03
284,김헌곤,23삼,-0.10,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-123.9,-0.10,-0.04
285,예진원,23키LF,-0.10,16,36,34,2,8,1,0,1,12,4,0,0,0,0,0,7,0,2,0,.235,.235,.353,.588,.254,51.1,-0.10,-0.24
286,고명준,23S1B,-0.10,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,.000,.000,.000,.000,.000,-123.9,-0.10,-0.05
287,허도환,23LC,-0.10,47,81,64,8,9,3,0,2,18,10,0,0,3,6,0,20,3,7,1,.141,.243,.281,.525,.231,36.3,-0.10,0.12
288,이승원,23키SS,-0.11,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,.000,.000,.000,.000,.000,-123.9,-0.11,-0.08
289,김영웅,23삼3B,-0.11,55,103,91,11,17,6,0,2,29,12,1,0,8,0,0,28,2,3,1,.187,.250,.319,.569,.258,48.8,-0.11,-0.49
290,서동욱,23롯RF,-0.12,13,20,17,2,2,1,0,0,3,0,0,0,3,0,0,5,1,0,0,.118,.250,.176,.427,.224,25.5,-0.12,-0.12
291,강현우,23KC,-0.12,53,111,103,11,20,6,0,1,29,11,0,1,6,1,0,17,3,1,0,.194,.246,.282,.527,.249,42.6,-0.12,-0.99
292,최상민,23SCF,-0.13,51,41,34,5,8,0,0,0,8,3,2,2,4,0,0,7,0,2,1,.235,.308,.235,.543,.257,50.6,-0.13,-0.46
293,손호영,23LSS,-0.13,27,45,44,8,9,0,0,1,12,6,2,1,1,0,0,12,5,0,0,.205,.222,.273,.495,.232,35.0,-0.13,-0.10
294,최경모,23S3B,-0.13,28,20,20,6,3,0,0,0,3,1,2,0,0,0,0,5,0,0,0,.150,.150,.150,.300,.143,-26.7,-0.13,-0.09
295,전민재,23두3B,-0.14,19,18,17,3,4,2,0,0,6,1,0,3,0,0,0,3,2,1,0,.235,.235,.353,.588,.254,49.3,-0.14,-0.44
296,전의산,23S1B,-0.14,56,153,134,11,27,6,0,4,45,21,0,2,15,3,0,40,1,0,1,.201,.294,.336,.630,.299,77.3,-0.14,0.19
297,박준태,23키RF,-0.14,14,15,14,0,2,0,0,0,2,1,0,0,1,0,0,7,0,0,0,.143,.200,.143,.343,.176,-3.3,-0.14,-0.10
298,신성현,23두1B,-0.14,12,15,12,1,1,0,0,0,1,1,0,1,3,0,0,4,0,0,0,.083,.267,.083,.350,.209,17.5,-0.14,-0.20
299,김건,23한DH,-0.14,7,12,12,1,2,0,0,0,2,0,0,0,0,0,0,8,0,0,0,.167,.167,.167,.333,.159,-14.1,-0.14,-0.12
300,지시완,23롯C,-0.15,6,10,8,0,1,0,0,0,1,0,0,0,0,0,0,5,0,2,0,.125,.125,.125,.250,.095,-60.3,-0.15,-0.19
301,안재석,23두SS,-0.15,27,68,64,8,12,2,1,1,19,5,2,0,3,0,0,12,0,0,1,.188,.221,.297,.518,.239,39.1,-0.15,-0.96
302,김상민,23삼LF,-0.15,8,13,12,3,1,0,0,0,1,0,0,0,1,0,0,3,0,0,0,.083,.154,.083,.237,.129,-36.5,-0.15,-0.13
303,김병희,23K3B,-0.15,5,9,8,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,.000,.111,.000,.111,.081,-69.4,-0.15,-0.07
304,신범수,23KC,-0.15,36,100,88,7,15,3,0,2,24,10,0,0,7,2,0,19,3,2,1,.170,.245,.273,.518,.244,41.6,-0.15,-1.00
305,박주찬,23N3B,-0.16,5,14,14,1,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,.143,.143,.143,.286,.136,-30.4,-0.16,-0.13
306,허관회,23한C,-0.16,10,7,7,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,.000,.000,.000,.000,.000,-123.9,-0.16,-0.09
307,공민규,23삼3B,-0.16,22,33,31,0,6,1,1,0,9,2,0,0,2,0,0,13,1,0,0,.194,.242,.290,.533,.251,44.8,-0.16,-0.02
308,최정용,23K2B,-0.17,56,41,36,17,6,1,0,0,7,1,4,0,2,0,0,9,0,3,0,.167,.211,.194,.405,.184,0.7,-0.17,-0.29
309,신준우,23키SS,-0.17,24,19,18,4,2,0,0,0,2,0,0,0,0,1,0,5,0,0,0,.111,.158,.111,.269,.140,-28.5,-0.17,-0.23
310,오영수,23N1B,-0.17,70,238,208,21,49,9,1,4,72,24,3,3,17,5,1,55,5,5,3,.236,.305,.346,.651,.299,77.9,-0.17,-0.90
311,최승민,23LCF,-0.17,38,15,14,10,1,0,0,0,1,1,8,3,1,0,0,4,1,0,0,.071,.133,.071,.205,.112,-48.1,-0.17,0.01
312,장진혁,23한CF,-0.18,68,178,162,24,36,5,1,0,43,12,5,4,15,0,0,41,3,0,1,.222,.287,.265,.552,.269,59.3,-0.18,-0.69
313,이용규,23키LF,-0.19,50,178,154,19,36,0,3,0,42,11,2,1,19,1,0,22,3,2,2,.234,.318,.273,.591,.287,70.3,-0.19,-0.23
314,이병헌,23삼C,-0.19,23,33,28,3,4,0,0,0,4,2,0,0,3,0,0,11,0,1,1,.143,.219,.143,.362,.182,-1.2,-0.19,-0.41
315,김병휘,23키2B,-0.20,10,21,21,0,3,1,0,0,4,1,0,0,0,0,0,8,0,0,0,.143,.143,.190,.333,.154,-19.3,-0.20,-0.25
316,조형우,23SC,-0.21,62,133,119,9,22,4,1,2,34,12,0,0,8,1,0,25,2,4,1,.185,.240,.286,.526,.241,39.9,-0.21,-0.49
317,김재현,23키C,-0.21,8,10,9,0,1,0,0,0,1,0,0,0,0,0,0,3,1,1,0,.111,.111,.111,.222,.095,-58.7,-0.21,-0.33
318,이성곤,23한DH,-0.21,8,16,14,2,2,0,0,0,2,0,0,0,1,0,0,3,0,1,0,.143,.200,.143,.343,.165,-12.0,-0.21,-0.04
319,김민혁,23두1B,-0.21,21,36,29,2,4,1,0,0,5,3,0,0,4,1,0,9,3,0,2,.138,.250,.172,.422,.219,24.1,-0.21,-0.29
320,김대한,23두RF,-0.22,33,89,81,10,16,3,1,1,24,7,1,3,7,1,0,21,0,0,0,.198,.270,.296,.566,.271,60.4,-0.22,-0.61
321,류현인,23K3B,-0.22,17,24,23,6,3,0,0,0,3,3,0,0,1,0,0,4,0,0,0,.130,.167,.130,.297,.150,-24.0,-0.22,-0.41
322,박상언,23한C,-0.23,86,161,145,13,29,5,1,1,39,13,1,2,10,1,0,38,6,3,2,.200,.253,.269,.522,.245,43.0,-0.23,-1.48
323,황대인,23K1B,-0.24,60,199,174,19,37,4,0,5,56,26,0,0,18,4,2,50,6,0,3,.213,.297,.322,.618,.291,74.2,-0.24,0.31
324,송찬의,23L1B,-0.24,19,22,18,2,1,1,0,0,2,1,1,0,4,0,0,6,0,0,0,.056,.227,.111,.338,.193,7.8,-0.24,-0.25
325,송승환,23두LF,-0.25,30,76,70,10,16,3,1,0,21,4,0,1,4,0,0,16,2,2,0,.229,.270,.300,.570,.264,53.3,-0.25,-0.41
326,송민섭,23KRF,-0.26,69,25,23,6,3,0,0,0,3,0,3,1,1,1,0,8,0,0,0,.130,.200,.130,.330,.174,-7.9,-0.26,-0.04
327,김호령,23KCF,-0.26,76,107,95,16,17,7,0,0,24,6,1,0,8,1,0,38,1,3,0,.179,.250,.253,.503,.238,36.4,-0.26,-0.79
328,장승현,23두C,-0.26,76,158,139,11,22,1,0,3,32,9,1,0,6,8,0,36,2,5,0,.158,.235,.230,.466,.223,30.0,-0.26,-1.42
329,김석환,23K1B,-0.27,12,26,23,1,3,1,0,0,4,3,0,0,2,0,0,9,1,1,0,.130,.200,.174,.374,.181,-2.1,-0.27,-0.12
330,김기연,23LC,-0.27,28,40,34,3,4,0,0,0,4,2,1,0,5,0,0,10,0,1,0,.118,.231,.118,.348,.187,2.0,-0.27,-0.08
331,김범석,23L1B,-0.27,10,29,27,3,3,1,0,1,7,4,0,0,1,0,0,5,1,0,1,.111,.138,.259,.397,.176,-0.2,-0.27,-0.08
332,박영빈,23NDH,-0.27,41,17,14,11,1,1,0,0,2,0,4,2,1,0,0,6,0,2,0,.071,.133,.143,.276,.121,-43.1,-0.27,-0.19
333,하주석,23한SS,-0.27,25,38,35,4,4,1,0,0,5,2,0,0,2,1,0,10,0,0,0,.114,.184,.143,.327,.169,-9.6,-0.27,-0.36
334,류승민,23삼RF,-0.28,24,57,52,5,11,3,0,0,14,5,0,0,2,1,0,19,0,2,0,.212,.255,.269,.524,.243,39.6,-0.28,-0.26
335,전병우,23키1B,-0.30,41,75,62,6,9,3,0,1,15,6,0,0,10,1,0,28,0,2,0,.145,.274,.242,.516,.252,48.4,-0.30,-0.98
336,권광민,23한LF,-0.30,66,81,73,11,11,1,1,2,20,9,2,0,6,1,0,24,2,1,0,.151,.225,.274,.499,.235,36.1,-0.30,-0.84
337,박정현,23한SS,-0.31,53,113,105,12,19,6,0,2,31,4,0,0,3,2,0,36,2,3,0,.181,.218,.295,.513,.234,34.6,-0.31,-1.52
338,이정범,23SDH,-0.32,15,33,29,2,5,0,0,0,5,4,0,0,2,0,0,6,1,0,2,.172,.212,.172,.385,.189,4.2,-0.32,-0.22
339,조수행,23두RF,-0.32,126,249,219,41,48,2,1,1,55,17,26,6,23,2,0,38,2,4,1,.219,.298,.251,.549,.268,57.2,-0.32,-0.14
340,정대선,23롯2B,-0.33,19,47,40,5,6,1,0,0,7,6,0,0,2,2,0,8,0,1,2,.150,.217,.175,.392,.193,5.4,-0.33,-0.27
341,김인환,23한1B,-0.33,112,365,325,34,73,16,0,7,110,42,1,0,35,2,2,91,4,0,3,.225,.301,.338,.640,.301,80.2,-0.33,-0.92
342,이명기,23한DH,-0.36,14,42,40,2,7,1,0,0,8,5,1,0,2,0,0,9,0,0,0,.175,.214,.200,.414,.203,13.9,-0.36,-0.28
343,김주형,23키SS,-0.36,46,81,69,5,10,2,0,0,12,4,0,0,9,1,0,27,2,2,0,.145,.253,.174,.427,.217,23.8,-0.36,-0.76
344,이성규,23삼CF,-0.37,109,162,145,23,30,10,1,1,45,18,4,3,8,3,0,42,4,4,2,.207,.260,.310,.570,.262,51.7,-0.37,-0.31
345,한동희,23롯3B,-0.37,108,353,319,30,71,11,0,5,97,32,1,3,26,1,0,58,16,2,5,.223,.279,.304,.583,.276,62.1,-0.37,-2.91
346,조민성,23삼1B,-0.37,15,29,29,1,6,2,0,0,8,5,0,1,0,0,0,6,1,0,0,.207,.207,.276,.483,.224,26.1,-0.37,-0.34
347,김호재,23삼3B,-0.38,75,127,116,6,25,7,0,0,32,9,2,0,6,0,0,17,4,5,0,.216,.254,.276,.530,.243,39.5,-0.38,-0.85
348,김준완,23키LF,-0.39,76,225,189,25,42,7,0,0,49,14,0,0,26,1,0,57,2,6,3,.222,.315,.259,.574,.277,64.4,-0.39,-0.25
349,신윤후,23롯LF,-0.40,28,27,25,2,1,0,0,0,1,1,1,0,0,2,0,8,0,0,0,.040,.111,.040,.151,.092,-62.5,-0.40,-0.12
350,김태훈,23삼LF,-0.40,11,22,21,0,2,1,0,0,3,1,0,1,0,0,0,9,1,1,0,.095,.095,.143,.238,.104,-54.0,-0.40,-0.42
351,한석현,23NLF,-0.40,27,66,60,5,12,1,0,0,13,2,2,1,4,0,0,20,2,2,0,.200,.250,.217,.467,.223,28.1,-0.40,-0.66
352,김한별,23NSS,-0.41,79,105,97,8,21,0,1,0,23,4,0,3,4,2,0,23,6,2,0,.216,.262,.237,.499,.240,39.6,-0.41,-0.55
353,이시원,23KRF,-0.41,29,32,29,4,4,0,0,0,4,1,0,1,2,0,0,6,0,1,0,.138,.194,.138,.332,.165,-13.9,-0.41,-0.13
354,김태근,23두RF,-0.43,41,55,52,9,11,3,0,0,14,3,0,3,0,1,0,21,0,2,0,.212,.226,.269,.496,.225,28.5,-0.43,-0.60
355,주성원,23키RF,-0.43,25,72,69,7,15,2,1,0,19,2,0,0,1,0,0,18,1,1,1,.217,.225,.275,.501,.229,31.1,-0.43,-0.55
356,김웅빈,23키1B,-0.45,29,74,64,2,12,3,0,0,15,9,0,0,6,2,0,20,1,0,2,.188,.270,.234,.505,.250,45.2,-0.45,-1.24
357,한승택,23KC,-0.45,49,104,85,6,11,2,0,0,13,3,0,0,11,2,0,32,1,6,0,.129,.245,.153,.398,.200,11.0,-0.45,-1.36
358,서건창,23L2B,-0.46,44,126,110,14,22,5,2,0,31,12,3,3,10,0,0,14,5,3,3,.200,.260,.282,.542,.251,45.7,-0.46,-1.28
359,주효상,23KC,-0.50,19,36,32,2,2,0,0,0,2,1,0,0,2,0,0,10,1,2,0,.063,.118,.063,.180,.094,-60.7,-0.50,-0.46
360,유로결,23한RF,-0.55,27,53,48,5,7,1,0,0,8,5,1,0,1,1,0,10,3,1,2,.146,.173,.167,.340,.161,-14.5,-0.55,-0.63
361,이재원,23SC,-0.56,27,48,44,3,4,1,0,0,5,2,0,0,2,0,0,8,4,1,1,.091,.128,.114,.241,.118,-43.3,-0.56,-1.08
362,박찬혁,23키LF,-0.56,48,167,154,13,31,7,0,1,41,8,0,0,10,3,0,41,1,0,0,.201,.264,.266,.530,.257,50.8,-0.56,-1.55
363,이상호,23K2B,-0.57,63,60,54,15,8,1,0,0,9,5,2,0,2,0,0,9,2,4,0,.148,.179,.167,.345,.158,-18.6,-0.57,-0.22
364,박주홍,23키1B,-0.58,27,57,50,5,6,0,1,0,8,2,1,0,5,0,0,26,0,0,2,.120,.193,.160,.353,.177,-3.7,-0.58,-0.55
365,강한울,23삼3B,-0.60,72,240,212,30,46,7,2,0,57,10,1,3,20,0,1,54,4,6,2,.217,.282,.269,.551,.259,50.0,-0.60,-1.80
366,황성빈,23롯LF,-0.61,74,191,170,22,36,5,2,0,45,8,9,5,12,1,0,27,1,8,0,.212,.268,.265,.533,.247,41.0,-0.61,-0.86
367,오그레디,23한LF,-0.90,22,86,80,3,10,3,0,0,13,8,1,0,5,0,0,40,0,0,1,.125,.174,.163,.337,.167,-10.4,-0.90,-1.42
